talker	recording	task	condition	SFP.chinese	SFP.jyutping	SFP.ipa	F0.hz	duration.ms	mean.F0.utterance	mean.syll.duration.ms
s101	s101cl	cl	CDS	呢	le1	lɛ	189.85	270.99999999995816	203.083494825	250.2499999999941
s101	s101cl	cl	CDS	喎	wo3	wɔ	189.85	384.2500000000655	249.29880335000001	433.56249999999363
s101	s101cl	cl	CDS	喎	wo3	wɔ	234.54	201.00000000002183	241.29415915	237.75000000000546
s101	s101cl	cl	CDS	喎	wo3	wɔ	234.54	292.0450000001438	224.07723023333332	375.5112375000067
s101	s101cl	cl	CDS	喎	wo3	wɔ	234.54	530.6250000001	NaN	262.65625000002046
s101	s101cl	cl	CDS	喎	wo3	wɔ	153.8	124.00000000002365	341.74640964285715	503.5000000000309
s101	s101cl	cl	CDS	喎	wo3	wɔ	153.8	57.999999999992724	NaN	79.49999999999591
s101	s101cl	cl	CDS	囉	lo1	lɔ	197.57	95.00000000002728	184.38509963333334	541.2499999999909
s101	s101cl	cl	CDS	喎	wo3	wɔ	197.57	91.17699999978868	221.9523381	317.79418999997233
s101	s101cl	cl	CDS	囉	lo1	lɔ	NA	41.666000000077474	NA	527.9164349999519
s101	s101cl	cl	CDS	喎	wo3	wɔ	371.41	105.00000000001819	250.12328011666668	338.75000000000455
s101	s101cl	cl	CDS	呢	le1	lɛ	172.14	641.0000000000764	220.76757195	497.74999999999636
s101	s101cl	cl	CDS	喎	wo3	wɔ	179.99	198.00000000032014	239.26298547142858	442.0000000000073
s101	s101cl	cl	CDS	呢	le1	lɛ	254.34	215.00000000014552	225.2131808	171.24999999998636
s101	s101cl	cl	CDS	呢	le1	lɛ	254.34	262.41699999991397	192.3647079	238.1044149999525
